Dato/klokkeslett,NO1,NO2,NO3,NO4,NO5
2024-01-07 Kl. 04-05,1.08885,1.06945,1.08885,0.39980,1.08885
2024-01-07 Kl. 05-06,1.09635,1.07596,1.09635,0.35505,1.09635
2024-01-07 Kl. 06-07,1.11094,1.09579,1.11094,0.33488,1.11094
2024-01-07 Kl. 07-08,1.13813,1.13813,1.13813,0.33919,1.13813
2024-01-07 Kl. 08-09,1.19250,1.19250,1.19250,0.34270,1.19250
2024-01-07 Kl. 09-10,1.24009,1.24009,1.24009,0.34451,1.24009
2024-01-07 Kl. 10-11,1.27096,1.27096,1.27096,0.34259,1.27096
2024-01-07 Kl. 11-12,1.30268,1.30268,1.18429,0.34802,1.30268
2024-01-07 Kl. 12-13,1.29574,1.29574,1.07695,0.35165,1.29574
2024-01-07 Kl. 13-14,1.23938,1.23938,0.96295,0.34746,1.23938
2024-01-07 Kl. 14-15,1.23528,1.23528,0.91835,0.32740,1.23528
2024-01-07 Kl. 15-16,1.28356,1.28356,0.90278,0.32661,1.28356
2024-01-07 Kl. 16-17,1.36244,1.36244,0.85335,0.32661,1.36244
2024-01-07 Kl. 17-18,1.47658,1.47658,0.85306,0.32253,1.47658
2024-01-07 Kl. 18-19,1.50235,1.50235,0.85235,0.31710,1.50235
2024-01-07 Kl. 19-20,1.46638,1.46638,0.81015,0.31664,1.46638
2024-01-07 Kl. 20-21,1.42319,1.42319,0.78155,0.32242,1.42319
2024-01-07 Kl. 21-22,1.32138,1.32138,0.84726,0.32661,1.32138
2024-01-07 Kl. 22-23,1.29106,1.29106,0.82630,0.32491,1.29106
2024-01-07 Kl. 23-00,1.18755,1.18755,0.82843,0.31404,1.18755
2024-01-08 Kl. 00-01,1.23230,1.23230,0.76555,0.32661,1.23230
2024-01-08 Kl. 01-02,1.19406,1.19406,0.76838,0.32661,1.19406
2024-01-08 Kl. 02-03,1.15866,1.15866,0.77490,0.32729,1.15866
2024-01-08 Kl. 03-04,1.14181,1.14181,0.77871,0.35142,1.14181
2024-01-08 Kl. 04-05,1.11929,1.11929,0.79458,0.40659,1.11929
2024-01-08 Kl. 05-06,1.16263,1.16263,0.82319,0.42970,1.16263
2024-01-08 Kl. 06-07,1.33539,1.33539,0.77900,0.45508,1.33539
2024-01-08 Kl. 07-08,1.57500,1.52756,0.90178,0.50198,1.52756
2024-01-08 Kl. 08-09,1.71505,1.66535,0.93746,0.53846,1.66535
2024-01-08 Kl. 09-10,1.70966,1.70966,0.92175,0.53110,1.70966
2024-01-08 Kl. 10-11,1.61295,1.61295,0.84485,0.50232,1.61295
2024-01-08 Kl. 11-12,1.49456,1.43565,0.78891,0.47207,1.43565
2024-01-08 Kl. 12-13,1.38553,1.31316,0.77305,0.43673,1.31316
2024-01-08 Kl. 13-14,1.34360,1.31019,0.74770,0.43242,1.31019
2024-01-08 Kl. 14-15,1.45095,1.40705,0.73808,0.42710,1.40705
2024-01-08 Kl. 15-16,1.56679,1.48479,0.71584,0.45485,1.48479
2024-01-08 Kl. 16-17,1.81263,1.70273,0.71541,0.42710,1.70273
2024-01-08 Kl. 17-18,1.87365,1.77594,0.69673,0.38246,1.77594
2024-01-08 Kl. 18-19,1.84109,1.78770,0.66755,0.33896,1.63349
2024-01-08 Kl. 19-20,1.72935,1.67907,0.66571,0.32661,1.58476
2024-01-08 Kl. 20-21,1.61734,1.57046,0.66218,0.33420,1.57046
2024-01-08 Kl. 21-22,1.41399,1.41399,0.67789,0.32661,1.41399
2024-01-08 Kl. 22-23,1.37476,1.37476,0.68299,0.32401,1.37476
2024-01-08 Kl. 23-00,1.25793,1.25793,0.67477,0.31483,1.25793
2024-01-09 Kl. 00-01,1.21426,1.21426,0.39386,0.31509,1.21426
2024-01-09 Kl. 01-02,1.19878,1.19878,0.37992,0.30394,1.19878
2024-01-09 Kl. 02-03,1.17319,1.17319,0.37424,0.29939,1.17319
2024-01-09 Kl. 03-04,1.16125,1.16125,0.37339,0.29871,1.16125
2024-01-09 Kl. 04-05,1.18299,1.18299,0.38206,0.30565,1.18299
2024-01-09 Kl. 05-06,1.22720,1.22720,0.39726,0.31781,1.22720
2024-01-09 Kl. 06-07,1.26472,1.26472,0.40168,0.32134,1.26472
2024-01-09 Kl. 07-08,1.34857,1.34857,0.61275,0.39980,1.34857
2024-01-09 Kl. 08-09,1.83511,1.83511,0.67828,0.40833,1.83511
2024-01-09 Kl. 09-10,1.66526,1.66526,0.68169,0.39900,1.66526
2024-01-09 Kl. 10-11,1.56221,1.56221,0.69546,0.39116,1.56221
2024-01-09 Kl. 11-12,1.45689,1.45689,0.69546,0.39775,1.45689
2024-01-09 Kl. 12-13,1.38028,1.38028,0.71466,0.40969,1.38028
2024-01-09 Kl. 13-14,1.38853,1.38853,0.71806,0.41936,1.38853
2024-01-09 Kl. 14-15,1.52725,1.52725,0.71821,0.40059,1.52725
2024-01-09 Kl. 15-16,1.64436,1.64436,0.72446,0.41026,1.64436
2024-01-09 Kl. 16-17,1.76078,1.76078,0.73512,0.40673,1.76078
2024-01-09 Kl. 17-18,1.89836,1.89836,0.70855,0.39616,1.89836
2024-01-09 Kl. 18-19,1.89794,1.89794,0.70826,0.37967,1.89794
2024-01-09 Kl. 19-20,1.79631,1.79631,0.69633,0.39320,1.79631
2024-01-09 Kl. 20-21,1.65603,1.65603,0.69561,0.38104,1.65603
2024-01-09 Kl. 21-22,1.42079,1.42079,0.66804,0.37433,1.42079
2024-01-09 Kl. 22-23,1.30324,1.30324,0.69405,0.35375,1.30324
2024-01-09 Kl. 23-00,1.29215,1.29215,0.64459,0.34488,1.29215
2024-01-10 Kl. 00-01,1.22573,1.22573,0.72238,0.32505,1.22573
2024-01-10 Kl. 01-02,1.19103,1.19103,0.70126,0.32323,1.19103
2024-01-10 Kl. 02-03,1.19060,1.19060,0.67166,0.31723,1.19060
2024-01-10 Kl. 03-04,1.18181,1.18181,0.63709,0.31054,1.18181
2024-01-10 Kl. 04-05,1.18479,1.18479,0.59459,0.31009,1.18479
2024-01-10 Kl. 05-06,1.16808,1.16808,0.56682,0.29297,1.16808
2024-01-10 Kl. 06-07,1.17218,1.17218,0.59389,0.29853,1.17218
2024-01-10 Kl. 07-08,1.37264,1.37264,0.65891,0.31043,1.37264
2024-01-10 Kl. 08-09,1.93946,1.93946,0.69914,0.31383,1.93946
2024-01-10 Kl. 09-10,1.79000,1.79000,0.72776,0.31995,1.79000
2024-01-10 Kl. 10-11,1.62751,1.62751,0.72748,0.32210,1.62751
2024-01-10 Kl. 11-12,1.50128,1.50128,0.71529,0.32391,1.50128
2024-01-10 Kl. 12-13,1.39999,1.39999,0.71643,0.32471,1.39999
2024-01-10 Kl. 13-14,1.29614,1.29614,0.71374,0.31507,1.29614
2024-01-10 Kl. 14-15,1.55001,1.55001,0.70949,0.31088,1.55001
2024-01-10 Kl. 15-16,1.69948,1.69948,0.70779,0.30453,1.69948
2024-01-10 Kl. 16-17,1.72923,1.72923,0.71246,0.29830,1.72923
2024-01-10 Kl. 17-18,1.97191,1.97191,0.69659,0.30079,1.97191
2024-01-10 Kl. 18-19,1.92190,1.92190,0.71034,0.29399,1.92190
2024-01-10 Kl. 19-20,1.81423,1.81423,0.70325,0.28776,1.81423
2024-01-10 Kl. 20-21,1.64734,1.64734,0.70014,0.28436,1.64734
2024-01-10 Kl. 21-22,1.42408,1.42408,0.66373,0.28697,1.42408
2024-01-10 Kl. 22-23,1.26739,1.26739,0.63610,0.28017,1.26739
2024-01-10 Kl. 23-00,1.20476,1.20476,0.60791,0.27495,1.20476
2024-01-11 Kl. 00-01,1.25475,1.25475,0.53394,0.28940,1.25475
2024-01-11 Kl. 01-02,1.21156,1.21156,0.54340,0.29233,1.21156
2024-01-11 Kl. 02-03,1.19321,1.19321,0.57515,0.29335,1.19321
2024-01-11 Kl. 03-04,1.12674,1.12674,0.62751,0.30498,1.12674
2024-01-11 Kl. 04-05,1.12306,1.12306,0.71009,0.32485,1.12306
2024-01-11 Kl. 05-06,1.18206,1.18206,0.73366,0.38797,1.18206
2024-01-11 Kl. 06-07,1.22426,1.22426,0.83204,0.47356,1.22426
2024-01-11 Kl. 07-08,1.55355,1.55355,0.98884,0.60420,1.43443
2024-01-11 Kl. 08-09,1.92843,1.92843,1.01510,0.67184,1.92843
2024-01-11 Kl. 09-10,1.76470,1.76470,1.01114,0.72491,1.76470
2024-01-11 Kl. 10-11,1.55270,1.55270,1.01849,0.80428,1.55270
2024-01-11 Kl. 11-12,1.45786,1.45786,1.05730,0.84584,1.45786
2024-01-11 Kl. 12-13,1.35920,1.35920,1.03556,0.82845,1.35920
2024-01-11 Kl. 13-14,1.35398,1.35398,1.04008,0.83206,1.35398
2024-01-11 Kl. 14-15,1.44939,1.44939,1.04191,0.83353,1.44939
2024-01-11 Kl. 15-16,1.61325,1.61325,1.00254,0.80203,1.61325
2024-01-11 Kl. 16-17,1.87846,1.87846,0.88764,0.71011,1.87846
2024-01-11 Kl. 17-18,2.05278,2.05278,0.83895,0.66382,2.05278
2024-01-11 Kl. 18-19,1.86943,1.86943,0.83570,0.57801,1.86943
2024-01-11 Kl. 19-20,1.80959,1.80959,0.76485,0.53690,1.80959
2024-01-11 Kl. 20-21,1.61213,1.61213,0.69979,0.53329,1.37261
2024-01-11 Kl. 21-22,1.46449,1.46449,0.65363,0.52290,1.43005
2024-01-11 Kl. 22-23,1.33365,1.33365,0.61961,0.49569,1.33365
2024-01-11 Kl. 23-00,1.21015,1.21015,0.59294,0.46848,1.21015
2024-01-12 Kl. 00-01,1.22471,1.22471,0.63635,0.49934,1.22471
2024-01-12 Kl. 01-02,1.17900,1.17900,0.63805,0.49594,1.17900
2024-01-12 Kl. 02-03,1.14998,1.14998,0.63720,0.49606,1.14998
2024-01-12 Kl. 03-04,1.13003,1.13003,0.62912,0.49911,1.13003
2024-01-12 Kl. 04-05,1.13200,1.13200,0.62446,0.49957,1.13200
2024-01-12 Kl. 05-06,1.15776,1.15776,0.62530,0.50024,1.15776
2024-01-12 Kl. 06-07,1.22655,1.22655,0.62191,0.49753,1.22655
2024-01-12 Kl. 07-08,1.58323,1.58323,0.65771,0.52617,1.43347
2024-01-12 Kl. 08-09,1.93026,1.93026,0.68305,0.52583,1.58110
2024-01-12 Kl. 09-10,1.85101,1.85101,0.70131,0.56105,1.64154
2024-01-12 Kl. 10-11,1.67324,1.67324,0.73854,0.59083,1.63856
2024-01-12 Kl. 11-12,1.57685,1.57685,0.78808,0.63046,1.57685
2024-01-12 Kl. 12-13,1.46730,1.46730,0.88304,0.65775,1.46730
2024-01-12 Kl. 13-14,1.41366,1.41366,0.93485,0.65775,1.41366
2024-01-12 Kl. 14-15,1.43376,1.43376,0.98551,0.65775,1.43376
2024-01-12 Kl. 15-16,1.51175,1.51175,0.99444,0.61823,1.51175
2024-01-12 Kl. 16-17,1.64918,1.64918,0.97929,0.61812,1.49547
2024-01-12 Kl. 17-18,1.75221,1.75221,0.92154,0.59966,1.46349
2024-01-12 Kl. 18-19,1.73169,1.73169,0.90286,0.59966,1.43914
2024-01-12 Kl. 19-20,1.64196,1.64196,0.82473,0.59875,1.40659
2024-01-12 Kl. 20-21,1.47240,1.47240,0.76175,0.57350,1.44084
2024-01-12 Kl. 21-22,1.25641,1.25641,0.69664,0.55731,1.25641
2024-01-12 Kl. 22-23,1.17234,1.17234,0.68036,0.54429,1.17234
2024-01-12 Kl. 23-00,1.13370,1.13370,0.65290,0.52232,1.13370
2024-01-13 Kl. 00-01,1.08035,1.08035,0.70036,0.56029,1.08035
2024-01-13 Kl. 01-02,1.05499,1.05499,0.65724,0.52579,1.05499
2024-01-13 Kl. 02-03,1.04893,1.04893,0.62016,0.49613,1.04893
2024-01-13 Kl. 03-04,1.03596,1.03596,0.59860,0.47888,1.03596
2024-01-13 Kl. 04-05,1.01820,1.01820,0.59959,0.47967,1.01820
2024-01-13 Kl. 05-06,0.99860,0.99860,0.61354,0.49083,0.99860
2024-01-13 Kl. 06-07,0.97564,0.97564,0.64300,0.51440,0.97564
2024-01-13 Kl. 07-08,0.99451,0.99451,0.72165,0.55026,0.99451
2024-01-13 Kl. 08-09,1.02215,1.02215,0.81650,0.52962,1.02215
2024-01-13 Kl. 09-10,1.03328,1.03328,0.83398,0.53729,1.03328
2024-01-13 Kl. 10-11,1.02905,1.02905,0.83455,0.55026,1.02905
2024-01-13 Kl. 11-12,1.01834,1.01834,0.82270,0.55026,1.01834
2024-01-13 Kl. 12-13,0.99451,0.99451,0.79213,0.55026,0.99451
2024-01-13 Kl. 13-14,0.95689,0.95689,0.79437,0.55026,0.95689
2024-01-13 Kl. 14-15,0.98578,0.98578,0.83398,0.57788,0.98578
2024-01-13 Kl. 15-16,0.99664,0.99664,0.92644,0.57732,0.99664
2024-01-13 Kl. 16-17,1.02665,1.02665,0.92588,0.59423,1.02665
2024-01-13 Kl. 17-18,1.04610,1.04610,0.87500,0.60179,1.04610
2024-01-13 Kl. 18-19,1.06851,1.06851,0.79029,0.61002,1.06851
2024-01-13 Kl. 19-20,1.04046,1.04046,0.78634,0.62907,1.04046
2024-01-13 Kl. 20-21,1.02975,1.02975,0.79339,0.63471,1.02975
2024-01-13 Kl. 21-22,0.99974,0.99974,0.83370,0.66290,0.99974
2024-01-13 Kl. 22-23,0.95365,0.95365,0.88457,0.62919,0.95365
2024-01-13 Kl. 23-00,0.93236,0.93236,0.86894,0.62919,0.93236
2024-01-14 Kl. 00-01,0.93198,0.93198,0.90305,0.67697,0.93198
2024-01-14 Kl. 01-02,0.90419,0.90419,0.87611,0.67697,0.90419
2024-01-14 Kl. 02-03,0.91618,0.91618,0.88768,0.65000,0.91618
2024-01-14 Kl. 03-04,0.93183,0.93183,0.90291,0.63533,0.93183
2024-01-14 Kl. 04-05,0.94143,0.94143,0.91223,0.63533,0.94143
2024-01-14 Kl. 05-06,0.94989,0.94989,0.91970,0.63521,0.94989
2024-01-14 Kl. 06-07,0.97909,0.97909,0.94946,0.63521,0.97909
2024-01-14 Kl. 07-08,1.03480,1.03480,1.01083,0.63521,1.03480
2024-01-14 Kl. 08-09,1.08248,1.08248,1.08248,0.66004,1.08248
2024-01-14 Kl. 09-10,1.14455,1.14455,1.14455,0.70078,1.14455
2024-01-14 Kl. 10-11,1.13735,1.13735,1.13735,0.81859,1.13735
2024-01-14 Kl. 11-12,1.15441,1.15441,1.15441,0.92353,1.15441
2024-01-14 Kl. 12-13,1.13396,1.13396,1.13396,0.90717,1.13396
2024-01-14 Kl. 13-14,1.08671,1.08671,1.08671,0.86937,1.08671
2024-01-14 Kl. 14-15,1.11647,1.11647,1.11647,0.89318,1.11647
2024-01-14 Kl. 15-16,1.16119,1.16119,1.13030,0.90424,1.16119
2024-01-14 Kl. 16-17,1.22185,1.22185,1.09334,0.87467,1.22185
2024-01-14 Kl. 17-18,1.29576,1.29576,1.05864,0.84691,1.29576
2024-01-14 Kl. 18-19,1.33498,1.33498,1.05596,0.84477,1.33498
2024-01-14 Kl. 19-20,1.20266,1.20266,1.04326,0.83461,1.20266
2024-01-14 Kl. 20-21,1.11520,1.11520,1.04185,0.83348,1.11520
2024-01-14 Kl. 21-22,1.10604,1.10604,1.03960,0.83168,1.10604
2024-01-14 Kl. 22-23,1.05328,1.05328,1.03213,0.82570,1.05328
2024-01-14 Kl. 23-00,0.97810,0.97810,0.94354,0.75483,0.97810
2024-01-15 Kl. 00-01,0.98248,0.98248,0.98248,0.78598,0.98248
2024-01-15 Kl. 01-02,0.94621,0.94621,0.94621,0.74535,0.94621
2024-01-15 Kl. 02-03,0.93070,0.93070,0.93070,0.72572,0.93070
2024-01-15 Kl. 03-04,0.90320,0.90320,0.90320,0.70010,0.90320
2024-01-15 Kl. 04-05,0.91589,0.91589,0.91589,0.71736,0.91589
2024-01-15 Kl. 05-06,0.99545,0.99545,0.99545,0.79636,0.99545
2024-01-15 Kl. 06-07,1.12776,1.12776,1.12776,0.90221,1.12776
2024-01-15 Kl. 07-08,1.18263,1.18263,1.18263,0.94610,1.18263
2024-01-15 Kl. 08-09,1.36008,1.36008,1.40070,1.12056,1.36008
2024-01-15 Kl. 09-10,1.37376,1.37376,1.41044,1.12835,1.37376
2024-01-15 Kl. 10-11,1.33836,1.33666,1.33836,1.07069,1.33836
2024-01-15 Kl. 11-12,1.27319,1.27319,1.27319,1.01855,1.27319
2024-01-15 Kl. 12-13,1.18291,1.18291,1.20464,0.94633,1.18291
2024-01-15 Kl. 13-14,1.15879,1.15879,1.15879,0.92703,1.15879
2024-01-15 Kl. 14-15,1.19194,1.19194,1.19730,0.95355,1.19194
2024-01-15 Kl. 15-16,1.26163,1.26163,1.26163,1.00930,1.26163
2024-01-15 Kl. 16-17,1.40945,1.36855,1.36855,1.02058,1.36855
2024-01-15 Kl. 17-18,1.53866,1.49409,1.42031,0.98605,1.42031
2024-01-15 Kl. 18-19,1.63021,1.58295,1.40169,1.06166,1.40169
2024-01-15 Kl. 19-20,1.56095,1.51566,1.32990,1.06098,1.32990
2024-01-15 Kl. 20-21,1.45501,1.41284,1.33991,1.07193,1.33991
2024-01-15 Kl. 21-22,1.31114,1.27319,1.25133,1.00106,1.27319
2024-01-15 Kl. 22-23,1.26233,1.22580,1.22580,0.98064,1.22580
2024-01-15 Kl. 23-00,1.20929,1.18376,1.20944,0.79523,1.20929
2024-01-16 Kl. 00-01,1.13864,1.11800,1.16181,0.68756,1.13864
2024-01-16 Kl. 01-02,1.12719,1.11729,1.15065,0.70113,1.12719
2024-01-16 Kl. 02-03,1.13071,1.13071,1.13185,0.68745,1.13071
2024-01-16 Kl. 03-04,1.10626,1.10626,1.10626,0.67399,1.10626
2024-01-16 Kl. 04-05,1.09679,1.08223,1.09679,0.68745,1.09679
2024-01-16 Kl. 05-06,1.15276,1.13086,1.17963,0.71346,1.15276
2024-01-16 Kl. 06-07,1.73870,1.28848,1.30855,0.79612,1.28848
2024-01-16 Kl. 07-08,2.73414,1.57529,1.41654,1.07432,1.41654
2024-01-16 Kl. 08-09,3.89566,2.10226,1.82125,1.18751,1.82125
2024-01-16 Kl. 09-10,3.82456,2.02184,1.78195,1.42556,1.78195
2024-01-16 Kl. 10-11,3.53294,1.91328,1.53740,1.18751,1.53740
2024-01-16 Kl. 11-12,2.83492,1.60469,1.42460,1.06346,1.42460
2024-01-16 Kl. 12-13,2.40364,1.41965,1.41965,0.81524,1.41965
2024-01-16 Kl. 13-14,2.00685,1.30360,1.33795,0.81422,1.30360
2024-01-16 Kl. 14-15,2.02961,1.31774,1.34728,0.81433,1.31774
2024-01-16 Kl. 15-16,2.20744,1.51323,1.43576,0.60026,1.43576
2024-01-16 Kl. 16-17,2.40420,1.52892,1.52892,0.55118,1.52892
2024-01-16 Kl. 17-18,2.41453,1.75891,1.45584,0.51578,1.45584
2024-01-16 Kl. 18-19,1.88119,1.74746,1.74746,0.50029,1.74746
2024-01-16 Kl. 19-20,1.57995,1.53104,1.57995,0.49984,1.53104
2024-01-16 Kl. 20-21,1.34983,1.30798,1.34983,0.48989,1.30798
2024-01-16 Kl. 21-22,1.21864,1.18910,1.21864,0.44872,1.18910
2024-01-16 Kl. 22-23,1.15970,1.12619,1.15970,0.39897,1.15771
2024-01-16 Kl. 23-00,1.09820,1.09820,1.09820,0.37635,1.09820
2024-01-17 Kl. 00-01,0.99246,0.99246,0.99246,0.46395,0.99246
2024-01-17 Kl. 01-02,0.98494,0.98494,0.98494,0.42510,0.98494
2024-01-17 Kl. 02-03,0.97230,0.97230,0.97230,0.38421,0.97230
2024-01-17 Kl. 03-04,0.95938,0.95938,0.95938,0.38023,0.95938
2024-01-17 Kl. 04-05,0.95583,0.95583,0.95583,0.36705,0.95583
2024-01-17 Kl. 05-06,0.95540,0.95540,0.95540,0.38068,0.95540
2024-01-17 Kl. 06-07,1.00326,1.00326,1.00326,0.38080,1.00326
2024-01-17 Kl. 07-08,1.13517,1.13517,1.13517,0.44566,1.13517
2024-01-17 Kl. 08-09,1.35400,1.35400,1.35400,0.45055,1.35400
2024-01-17 Kl. 09-10,1.46079,1.46079,1.46079,0.44123,1.46079
2024-01-17 Kl. 10-11,1.51816,1.51816,1.51604,0.41556,1.51816
2024-01-17 Kl. 11-12,1.52881,1.52881,1.36721,0.41988,1.52881
2024-01-17 Kl. 12-13,1.61970,1.61970,1.19240,0.41988,1.61970
2024-01-17 Kl. 13-14,1.67451,1.67451,1.11445,0.41056,1.67451
2024-01-17 Kl. 14-15,1.67521,1.67521,1.01135,0.41795,1.67521
2024-01-17 Kl. 15-16,1.72989,1.72989,0.95781,0.45010,1.72989
2024-01-17 Kl. 16-17,1.77278,1.77278,0.99019,0.43351,1.77278
2024-01-17 Kl. 17-18,1.93750,1.93750,0.97770,0.40420,1.93750
2024-01-17 Kl. 18-19,1.70419,1.70419,0.94888,0.40011,1.70419
2024-01-17 Kl. 19-20,1.57568,1.57568,1.00184,0.39988,1.57568
2024-01-17 Kl. 20-21,1.51390,1.51390,0.97784,0.39931,1.51390
2024-01-17 Kl. 21-22,1.38467,1.38467,0.97074,0.39863,1.38467
2024-01-17 Kl. 22-23,1.29735,1.29735,0.96221,0.38057,1.29735
2024-01-17 Kl. 23-00,1.15819,1.15819,0.92800,0.37557,1.15819
2024-01-18 Kl. 00-01,1.10328,1.10328,0.94051,0.37569,1.10328
2024-01-18 Kl. 01-02,1.06705,1.06705,0.91469,0.37181,1.06705
2024-01-18 Kl. 02-03,1.04080,1.04080,0.89800,0.38037,1.04080
2024-01-18 Kl. 03-04,1.03538,1.03538,0.88659,0.39053,1.03538
2024-01-18 Kl. 04-05,1.07233,1.07233,0.77703,0.39087,1.07233
2024-01-18 Kl. 05-06,1.11969,1.11969,0.82781,0.43230,1.11969
2024-01-18 Kl. 06-07,1.26390,1.26390,0.93780,0.48513,1.26390
2024-01-18 Kl. 07-08,1.53837,1.53837,0.98388,0.49940,1.53837
2024-01-18 Kl. 08-09,1.79586,1.74379,1.04336,0.50933,1.74379
2024-01-18 Kl. 09-10,1.74279,1.69229,1.02681,0.51321,1.69229
2024-01-18 Kl. 10-11,1.58203,1.53922,0.99273,0.51515,1.53922
2024-01-18 Kl. 11-12,1.53994,1.49215,0.97446,0.52725,1.49215
2024-01-18 Kl. 12-13,1.33453,1.29315,0.95820,0.51720,1.29315
2024-01-18 Kl. 13-14,1.24993,1.21126,0.93780,0.52268,1.21126
2024-01-18 Kl. 14-15,1.23295,1.19473,0.91070,0.54220,1.19473
2024-01-18 Kl. 15-16,1.34450,1.30285,0.91170,0.54425,1.30285
2024-01-18 Kl. 16-17,1.41969,1.37575,0.92467,0.57426,1.37575
2024-01-18 Kl. 17-18,1.49329,1.44708,0.92283,0.59036,1.44708
2024-01-18 Kl. 18-19,1.47304,1.43338,0.91626,0.59983,1.43338
2024-01-18 Kl. 19-20,1.34850,1.30071,0.88145,0.60896,1.30071
2024-01-18 Kl. 20-21,1.24065,1.20228,0.84151,0.58431,1.20228
2024-01-18 Kl. 21-22,1.14893,1.14893,0.90014,0.60085,1.14893
2024-01-18 Kl. 22-23,1.10456,1.10456,0.85193,0.58431,1.10456
2024-01-18 Kl. 23-00,1.01755,1.01755,0.84636,0.58431,1.01755
2024-01-19 Kl. 00-01,0.97808,0.97808,0.75686,0.54520,0.97808
2024-01-19 Kl. 01-02,0.93431,0.93431,0.72926,0.54989,0.93431
2024-01-19 Kl. 02-03,0.91588,0.91588,0.71368,0.55630,0.91588
2024-01-19 Kl. 03-04,0.89743,0.89743,0.71239,0.55001,0.89743
2024-01-19 Kl. 04-05,0.90544,0.90544,0.72769,0.57003,0.90544
2024-01-19 Kl. 05-06,0.94161,0.94161,0.77716,0.57758,0.94161
2024-01-19 Kl. 06-07,1.07203,1.05873,0.76001,0.59588,1.07203
2024-01-19 Kl. 07-08,1.27807,1.19042,0.88512,0.59600,1.19042
2024-01-19 Kl. 08-09,1.49099,1.44480,0.94404,0.59908,1.44480
2024-01-19 Kl. 09-10,1.47713,1.42808,0.96278,0.69987,1.42808
2024-01-19 Kl. 10-11,1.37059,1.32111,0.97693,0.70959,1.32111
2024-01-19 Kl. 11-12,1.23775,1.19900,1.03141,0.71016,1.19900
2024-01-19 Kl. 12-13,1.12564,1.06673,1.06659,0.82467,1.08260
2024-01-19 Kl. 13-14,1.07460,1.06101,1.07460,0.82387,1.07460
2024-01-19 Kl. 14-15,1.09976,1.07674,1.09976,0.82398,1.07960
2024-01-19 Kl. 15-16,1.24333,1.07545,1.14624,0.82421,1.07545
2024-01-19 Kl. 16-17,1.49571,1.17584,1.28308,0.70135,1.17584
2024-01-19 Kl. 17-18,1.64114,1.29966,1.52416,0.69998,1.29966
2024-01-19 Kl. 18-19,1.55134,1.27064,1.55134,0.59920,1.27064
2024-01-19 Kl. 19-20,1.21688,1.13938,1.21688,0.59600,1.13938
2024-01-19 Kl. 20-21,1.08418,1.08418,1.08418,0.59600,1.08418
2024-01-19 Kl. 21-22,1.04399,1.04399,1.04399,0.59588,1.04399
2024-01-19 Kl. 22-23,1.01083,1.01083,1.01083,0.57186,1.01083
2024-01-19 Kl. 23-00,0.95363,0.95363,0.95363,0.54463,0.95363
2024-01-20 Kl. 00-01,0.96353,0.96353,0.96353,0.50442,0.96353
2024-01-20 Kl. 01-02,0.93118,0.93118,0.92634,0.50259,0.93118
2024-01-20 Kl. 02-03,0.93218,0.93218,0.92761,0.50009,0.93218
2024-01-20 Kl. 03-04,0.90739,0.90739,0.90254,0.47945,0.90739
2024-01-20 Kl. 04-05,0.90766,0.90766,0.90296,0.45039,0.90766
2024-01-20 Kl. 05-06,0.90610,0.90610,0.90140,0.44936,0.90610
2024-01-20 Kl. 06-07,0.91835,0.91835,0.91835,0.44172,0.91835
2024-01-20 Kl. 07-08,0.97678,0.97678,0.96153,0.43488,0.97678
2024-01-20 Kl. 08-09,1.06611,1.06611,1.00940,0.42360,1.06611
2024-01-20 Kl. 09-10,1.12354,1.12354,1.06983,0.45529,1.12354
2024-01-20 Kl. 10-11,1.04831,1.04831,1.04831,0.48538,1.04831
2024-01-20 Kl. 11-12,1.03320,1.03320,1.03320,0.49359,1.03320
2024-01-20 Kl. 12-13,0.99388,0.99388,0.99388,0.50009,0.99388
2024-01-20 Kl. 13-14,1.00870,1.00870,0.96153,0.50259,1.00870
2024-01-20 Kl. 14-15,1.04574,1.04574,0.89570,0.50259,1.04574
2024-01-20 Kl. 15-16,1.12725,1.09461,0.81690,0.50259,1.09461
2024-01-20 Kl. 16-17,1.28314,1.21488,0.68025,0.49986,1.21488
2024-01-20 Kl. 17-18,1.38601,1.31349,0.63993,0.49952,1.31349
2024-01-20 Kl. 18-19,1.44073,1.38174,0.62511,0.48538,1.38174
2024-01-20 Kl. 19-20,1.30479,1.26689,0.61329,0.47273,1.26689
2024-01-20 Kl. 20-21,1.13992,1.12910,0.59419,0.45757,1.12910
2024-01-20 Kl. 21-22,1.04574,1.04574,0.56213,0.44001,1.04574
2024-01-20 Kl. 22-23,1.00343,1.00343,0.52893,0.42314,1.00343
2024-01-20 Kl. 23-00,0.95455,0.95455,0.50984,0.40787,0.95455
2024-01-21 Kl. 00-01,0.87998,0.87998,0.49781,0.39825,0.87998
2024-01-21 Kl. 01-02,0.84505,0.84505,0.49710,0.39768,0.84505
2024-01-21 Kl. 02-03,0.80813,0.80813,0.49581,0.39665,0.80813
2024-01-21 Kl. 03-04,0.75831,0.75831,0.49237,0.39390,0.75831
2024-01-21 Kl. 04-05,0.71653,0.71653,0.49066,0.39253,0.71653
2024-01-21 Kl. 05-06,0.70093,0.70093,0.49539,0.39631,0.74558
2024-01-21 Kl. 06-07,0.67257,0.67257,0.49095,0.39276,0.75030
2024-01-21 Kl. 07-08,0.64939,0.64939,0.50068,0.40054,0.69949
